Gene,X1726FL.06.01.33_S33_L002_COMB_MONO,X1726FL.06.01.32_S32_L002_COMB_MONO,X1726FL.06.01.31_S31_L002_COMB_MONO,X1726FL.06.01.27_S27_L002_COMB_Filter,X1726FL.06.01.26_S26_L002_COMB_Filter,X1726FL.06.01.25_S25_L002_COMB_Filter,X1726FL.06.01.24_S24_L002_COMB_Filter,X1726FL.06.01.23_S23_L002_COMB_Filter,X1726FL.06.01.22_S22_L002_COMB_Filter,X1726FL.06.01.21_S21_L002_COMB_Filter,X1726FL.06.01.09_S9_L002_COMB_Tissue3,X1726FL.06.01.08_S8_L002_COMB_Tissue3,X1726FL.06.01.07_S7_L002_COMB_Tissue4,X1726FL.06.01.06_S6_L002_COMB_Tissue4,X1726FL.06.01.05_S5_L002_COMB_Tissue4,X1726FL.06.01.04_S4_L002_COMB_Tissue3,X1726FL.06.01.03_S3_L002_COMB_Tissue2,X1726FL.06.01.02_S2_L002_COMB_Tissue2,X1726FL.06.01.01_S1_L002_COMB_Tissue2
CHLRE_02g146131v5,229,236,79,15,6,40,29,45,69,11,66,86,87,157,313,59,2,0,21
CHLRE_02g146150v5,126,201,169,4,7,20,61,30,72,22,205,223,238,278,170,177,24,7,56
CHLRE_02g146200v5,403,434,351,12,11,52,65,71,94,50,483,594,363,406,539,338,32,2,81
CHLRE_02g146250v5,1640,2697,1378,398,399,1348,687,2054,403,185,4601,5426,3879,2332,6612,3636,167,33,876
CHLRE_02g146300v5,52,91,65,0,1,14,41,22,48,4,108,230,127,46,198,130,2,0,21
CHLRE_02g146400v5,2720,2565,1910,234,283,583,372,1092,582,258,3700,4137,2834,3127,5188,2767,278,77,727
CHLRE_02g146450v5,901,1385,802,48,69,91,176,222,387,145,2243,2577,1226,962,1965,1342,91,20,191
CHLRE_02g146500v5,108,329,161,9,3,26,36,33,62,22,286,305,129,164,73,260,13,4,54
CHLRE_02g146550v5,992,884,545,79,83,275,142,329,139,69,1199,1177,674,475,1048,815,51,9,148
CHLRE_02g146600v5,1372,1475,1374,140,124,482,256,448,323,153,2410,3041,2016,2063,4399,1555,97,16,375
CHLRE_02g146629v5,215,393,153,2,17,17,55,79,92,31,77,252,41,33,101,36,5,0,18
CHLRE_02g146650v5,69,111,87,7,4,13,26,30,37,9,106,176,192,245,249,170,13,3,33
CHLRE_02g146700v5,4527,5939,7690,655,548,2471,1237,3133,1105,558,8343,7580,6768,6995,10319,7746,666,120,2246
CHLRE_02g146750v5,108,306,123,6,4,7,37,23,56,35,48,90,16,66,53,21,2,0,23
CHLRE_02g146850v5,169,442,261,97,83,253,106,132,114,38,1139,500,1059,918,1104,1996,203,41,806
CHLRE_02g146851v5,23,24,26,0,2,7,13,9,23,14,52,22,4,0,0,9,1,0,0
CHLRE_02g146900v5,32,109,64,2,2,2,7,2,11,4,53,90,147,91,205,33,3,3,32
CHLRE_02g146950v5,29,58,20,2,0,1,5,5,5,10,53,155,70,0,0,33,2,0,11
CHLRE_02g147000v5,59,43,44,1,4,13,10,65,9,4,71,66,45,153,0,3,2,0,4
CHLRE_02g147050v5,617,649,403,17,21,36,69,101,114,58,521,616,145,166,488,180,7,3,34
CHLRE_02g147100v5,1259,1806,533,22,32,37,181,356,370,159,654,640,346,265,810,346,20,2,62
CHLRE_02g147150v5,3,36,18,0,0,3,0,11,2,4,8,25,30,0,0,1,7,0,16
CHLRE_02g147300v5,792,842,464,50,53,188,97,234,159,71,619,871,224,159,586,223,46,3,54
CHLRE_02g147301v5,361,548,542,153,208,456,520,880,744,217,3475,4408,1940,1388,3480,2215,87,1,114
CHLRE_02g147302v5,484,703,354,9,15,77,76,115,80,44,421,909,501,563,674,170,76,18,254
CHLRE_02g147350v5,50,123,76,5,3,18,23,12,42,15,205,191,202,124,158,242,12,9,51
CHLRE_02g147450v5,69,110,58,6,11,79,19,50,13,7,161,259,58,93,154,64,12,5,83
CHLRE_02g147500v5,133,246,137,9,8,22,40,55,51,22,188,336,214,113,158,60,3,0,29
CHLRE_02g147550v5,94,142,84,9,7,21,13,29,6,8,129,147,52,76,20,55,2,0,3
CHLRE_02g147600v5,12,41,13,0,0,0,5,3,4,1,0,0,0,0,15,1,0,0,7
CHLRE_02g147650v5,398,766,235,5,6,64,73,79,112,49,276,503,172,17,205,173,0,0,59
CHLRE_02g147700v5,153,257,155,4,8,14,26,23,18,13,292,433,215,138,198,181,15,0,11
CHLRE_02g147750v5,10,56,5,0,0,0,0,0,0,2,25,33,16,0,34,21,0,0,5
CHLRE_02g147800v5,274,441,127,19,10,219,42,35,67,34,303,185,276,208,613,306,116,10,586
CHLRE_02g147850v5,126,312,159,3,2,29,40,17,34,15,431,525,372,381,468,338,7,4,69
CHLRE_02g147900v5,5978,5756,5317,1296,1766,4656,1947,5923,1706,701,14015,12188,8723,9453,16990,10069,182,23,590
CHLRE_03g143687v5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
CHLRE_03g143707v5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CHLRE_03g143727v5,2,2,3,0,0,2,0,0,5,0,15,3,7,0,1,16,0,0,1
CHLRE_03g143747v5,11,6,8,1,0,3,1,2,0,0,7,0,1,0,0,0,0,0,5
CHLRE_03g143767v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_03g143787v5,1003,1187,893,65,77,299,134,283,188,92,1333,1517,935,814,1397,913,152,39,424
CHLRE_03g143807v5,385,432,388,73,74,270,88,279,84,26,900,1160,664,513,1514,546,128,11,302
CHLRE_03g143827v5,562,1063,212,11,6,35,45,56,87,59,481,720,122,83,205,303,6,5,24
CHLRE_03g143847v5,174,153,140,19,27,29,40,103,46,19,154,365,54,0,0,58,5,2,4
CHLRE_03g143867v5,627,838,433,75,95,203,95,202,135,68,1242,1407,708,818,1290,511,69,16,157
CHLRE_03g143887v5,1710,1966,1271,40,53,570,220,436,317,156,2439,3522,2239,2178,3939,834,403,64,1124
CHLRE_03g143907v5,623,841,494,34,37,103,93,117,112,60,522,791,446,641,923,462,64,7,160
CHLRE_03g143927v5,128,292,114,15,11,35,50,57,57,16,283,534,300,116,199,80,17,0,45
CHLRE_03g143947v5,180,283,133,25,32,72,80,214,80,17,574,742,671,236,1105,289,23,0,124
CHLRE_03g143967v5,30,5,3,7,19,48,13,80,7,3,422,709,780,646,1722,174,163,77,580
CHLRE_03g143987v5,83,607,56,2,17,8,29,102,18,10,94,28,41,0,0,129,23,4,25
CHLRE_03g144011v5,24,50,32,2,1,4,7,7,3,1,38,62,61,153,261,44,1,0,11
CHLRE_03g144031v5,2,2,2,0,0,0,0,4,0,0,0,3,4,0,0,1,0,0,0
CHLRE_03g144064v5,46,56,32,0,5,3,7,9,12,3,114,187,71,60,89,15,7,0,2
CHLRE_03g144084v5,164,313,274,8,30,87,72,50,104,43,386,275,486,247,601,422,178,25,435
CHLRE_03g144104v5,77,298,132,10,14,49,48,31,49,19,120,133,250,125,390,175,26,0,147
CHLRE_03g144124v5,26,48,33,0,0,0,1,0,0,0,39,39,40,2,1,33,0,0,4
CHLRE_03g144144v5,219,327,352,21,10,195,47,49,73,35,285,324,290,235,587,162,235,66,873
CHLRE_03g144164v5,283,454,252,12,8,83,69,110,33,31,405,574,485,411,513,213,26,11,117
CHLRE_03g144184v5,281,240,324,26,28,71,47,158,84,45,232,384,238,259,311,195,30,4,33
CHLRE_03g144204v5,2240,2418,1751,201,268,674,305,854,315,128,1706,1906,1400,1636,2306,1692,107,18,356
CHLRE_03g144224v5,38,117,55,3,0,7,4,0,7,2,115,249,173,277,266,95,4,5,22
CHLRE_03g144244v5,331,525,218,9,22,52,51,78,75,34,607,657,168,162,681,284,8,11,88
CHLRE_03g144264v5,144,164,133,3,8,3,34,27,58,22,280,500,124,192,5,248,20,1,66
CHLRE_03g144284v5,437,584,441,17,12,69,48,65,50,27,458,570,342,155,155,366,13,4,105
CHLRE_03g144304v5,8,44,0,2,1,5,4,3,0,0,27,9,17,70,0,29,0,4,2
CHLRE_03g144324v5,177,638,191,24,29,59,53,72,64,31,787,411,315,62,502,869,43,19,229
CHLRE_03g144344v5,76,163,82,3,3,4,29,25,37,22,120,118,94,21,154,75,5,0,31
CHLRE_03g144364v5,4036,5057,2378,501,637,2385,642,1301,750,386,7912,7734,4944,5163,8098,6042,943,114,2215
CHLRE_03g144384v5,184,183,212,15,14,39,27,49,51,12,185,244,147,161,377,48,22,7,31
CHLRE_03g144404v5,6,21,5,0,1,0,4,0,4,0,4,3,14,87,0,8,0,0,0
CHLRE_03g144424v5,51,44,42,3,3,5,8,23,9,2,92,76,69,159,204,50,12,0,16
CHLRE_03g144444v5,73,96,62,1,4,11,12,2,17,2,19,127,77,61,38,41,2,0,3
CHLRE_03g144464v5,80,107,90,10,8,22,42,34,35,10,240,439,272,299,350,191,37,0,59
CHLRE_03g144484v5,179,233,193,13,6,62,36,56,35,15,255,388,179,79,245,312,17,0,160
CHLRE_03g144504v5,1952,1910,2919,28,25,161,117,160,186,132,2448,3323,967,1242,2013,1459,190,56,411
CHLRE_03g144524v5,68,180,134,14,11,73,41,64,35,14,219,240,274,109,584,382,31,0,158
CHLRE_03g144544v5,22,39,2,0,0,1,2,2,5,1,2,31,17,14,54,40,0,0,1
CHLRE_03g144564v5,245,397,278,1,0,9,25,56,36,13,365,508,178,121,220,173,79,16,163
CHLRE_03g144584v5,626,1134,255,25,30,92,90,111,145,83,1002,899,479,209,582,706,38,1,97
CHLRE_03g144607v5,10,48,5,0,0,1,1,0,15,2,27,38,22,51,0,46,0,0,13
CHLRE_03g144627v5,5529,6723,5095,66,120,579,550,579,981,457,8540,11833,9280,8063,19037,4706,918,174,2122
CHLRE_03g144647v5,1230,2069,1502,45,38,157,261,267,377,166,1507,3282,3452,2846,4901,1198,186,19,588
CHLRE_03g144667v5,1149,1075,1042,47,40,147,131,212,196,90,983,1268,924,1677,2387,466,98,8,214
CHLRE_03g144687v5,58,87,74,2,4,22,19,23,27,8,153,104,224,87,248,117,18,0,82
CHLRE_03g144707v5,168,436,255,3,12,86,40,21,47,23,979,546,612,332,1169,1023,44,8,353
CHLRE_03g144727v5,57,144,87,2,2,10,12,12,15,12,82,208,121,38,56,94,2,2,28
CHLRE_03g144747v5,19,104,31,0,2,1,13,11,8,3,32,31,15,62,45,58,14,0,23
CHLRE_03g144767v5,115,153,90,2,7,12,18,14,12,8,155,288,122,94,100,143,5,0,33
CHLRE_03g144787v5,2739,2783,3420,126,96,570,251,341,464,237,2444,1795,1216,1875,2140,2537,478,100,1089
CHLRE_03g144807v5,3590,5649,3947,518,538,1700,478,1572,333,140,13696,26398,9942,9874,18369,2145,1811,397,6398
CHLRE_03g144827v5,302,256,253,36,19,65,48,71,44,27,235,347,240,213,783,145,34,5,56
CHLRE_03g144847v5,3310,4813,5053,37,59,275,225,129,412,219,4110,4128,2640,2562,5033,3541,564,129,1675
CHLRE_03g144867v5,125,268,142,2,2,37,20,14,25,18,310,202,151,162,401,241,1,5,122
CHLRE_03g144887v5,31,106,27,0,2,4,8,4,15,3,80,41,29,0,9,35,5,0,1
CHLRE_03g144907v5,198,365,221,5,14,60,21,52,20,18,371,457,292,137,557,285,14,5,62
CHLRE_03g144927v5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHLRE_03g144947v5,1062,1936,1452,271,243,784,454,646,557,231,3117,2924,3453,3301,4153,2884,345,34,863
CHLRE_03g144967v5,305,363,1126,6,4,209,30,38,57,27,973,1508,815,883,1208,673,247,71,976
CHLRE_03g144987v5,717,1270,583,76,79,199,181,306,270,78,994,1461,676,570,1034,597,16,3,113
CHLRE_03g145007v5,97,98,76,9,10,21,13,33,28,11,159,179,114,73,41,42,0,0,6
CHLRE_03g145027v5,32,55,19,1,2,14,2,0,3,1,35,95,27,0,83,43,0,0,19
CHLRE_03g145047v5,31,25,21,3,6,10,9,8,11,1,102,66,33,152,106,15,2,0,12
CHLRE_03g145067v5,11,19,7,2,2,5,3,0,3,0,24,50,41,65,97,27,1,2,9
CHLRE_03g145087v5,185,405,249,30,29,108,119,141,92,45,1064,1104,869,651,1312,1063,91,21,264
CHLRE_03g145107v5,533,982,507,17,28,82,137,115,203,105,1013,1373,378,198,927,637,16,4,84
CHLRE_03g145127v5,8472,16481,2613,122,197,347,788,683,1515,846,8467,8645,2666,2617,5070,5607,220,46,1093
CHLRE_03g145147v5,17,17,5,1,0,4,1,3,0,0,0,19,22,0,0,3,1,0,0
CHLRE_03g145167v5,7461,9710,3187,77,127,414,507,440,1048,588,5129,5995,3100,3099,4185,4344,605,110,1218
CHLRE_03g145187v5,17,40,9,0,0,0,7,1,5,4,15,53,39,0,0,34,0,0,8
CHLRE_03g145207v5,717,677,539,41,41,114,120,266,116,41,577,833,347,526,637,88,44,1,57
CHLRE_03g145227v5,31,170,72,3,2,21,13,11,23,9,198,143,235,133,255,246,2,3,210
CHLRE_03g145247v5,163,103,241,15,10,55,51,150,22,13,428,412,76,206,172,233,52,32,129
CHLRE_03g145267v5,6950,7392,4374,466,383,2209,949,2195,1420,635,7536,9886,5380,4818,7958,5199,916,181,2507
CHLRE_03g145287v5,704,1544,485,12,27,56,118,94,141,69,557,1029,533,336,550,436,15,9,91
CHLRE_03g145307v5,12,21,16,1,6,4,4,9,0,2,0,20,11,30,0,16,4,4,9
CHLRE_03g145327v5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
CHLRE_03g145347v5,1033,801,1459,131,145,289,159,536,100,41,417,673,50,209,613,311,22,7,28
CHLRE_03g145367v5,616,621,648,75,91,112,79,292,104,41,968,1250,445,311,783,415,25,8,189
CHLRE_03g145387v5,1018,1832,278,10,16,69,80,91,150,81,786,963,346,254,707,672,29,10,163
CHLRE_03g145407v5,199,359,211,17,5,88,54,56,68,38,453,810,528,494,469,569,56,21,204
CHLRE_03g145427v5,988,1163,989,54,77,179,183,463,197,103,1494,1819,1162,827,2100,1311,59,20,235
CHLRE_03g145447v5,19,64,19,3,1,4,3,1,11,8,28,100,20,0,128,21,6,0,5
CHLRE_03g145467v5,69,59,187,0,16,13,145,213,193,59,432,849,246,122,377,109,15,0,15
CHLRE_03g145487v5,3,49,6,0,1,1,0,0,0,0,12,25,23,0,56,9,0,0,4
CHLRE_03g145507v5,3569,4222,3876,29,51,284,362,543,513,283,3052,3622,1296,1859,2548,2085,237,44,669
CHLRE_03g145527v5,1968,2309,1884,841,780,2460,378,1091,339,136,3827,2849,1797,1148,3476,3533,434,73,1286
CHLRE_03g145547v5,1112,1322,1134,362,343,682,273,841,300,86,2234,2565,1370,1182,3676,1437,139,40,411
CHLRE_03g145567v5,56,68,56,0,0,2,5,11,9,3,80,78,24,0,118,15,0,0,3
CHLRE_03g145587v5,26,26,72,3,1,12,5,29,4,4,45,16,7,0,0,0,1,4,10
CHLRE_03g145607v5,1137,1097,1093,116,115,364,205,505,222,105,1976,2255,1773,1741,3543,925,118,25,333
CHLRE_03g145627v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_03g145647v5,5173,5718,6481,1030,842,2247,1481,3072,1815,693,12609,10706,9263,8082,16711,14195,646,104,2005
CHLRE_03g145667v5,9,25,9,0,0,0,4,0,2,5,35,33,60,66,120,11,4,0,1
CHLRE_03g145687v5,372,392,280,36,20,124,47,130,43,22,441,421,280,277,416,192,14,3,34
CHLRE_03g145707v5,2,19,6,0,0,0,0,0,0,0,4,15,6,64,0,11,0,0,0
CHLRE_03g145727v5,1850,1645,1593,84,94,588,192,533,281,130,2277,2878,2047,1873,4353,1084,471,134,1338
CHLRE_03g145747v5,1332,1565,1017,11,34,170,203,229,243,112,1890,3154,2082,1976,3595,742,109,15,463
CHLRE_03g145767v5,19,32,19,1,1,2,3,0,3,0,48,75,36,0,11,41,1,0,28
CHLRE_03g145787v5,23,26,62,14,2,165,32,81,5,13,99,10,65,148,0,109,86,19,224
CHLRE_03g145807v5,6,61,7,0,0,22,3,5,4,0,174,75,87,21,220,171,1,0,45
CHLRE_03g145827v5,86,115,72,1,3,3,12,3,36,11,39,97,19,0,86,26,3,4,5
CHLRE_03g145847v5,54,132,69,1,3,14,10,0,10,6,96,286,142,81,139,98,1,0,3
CHLRE_03g145867v5,31,61,84,0,0,5,19,6,7,8,68,130,208,110,394,116,2,0,31
CHLRE_03g145887v5,1169,1152,767,108,94,284,197,616,187,82,1556,1823,816,977,2301,503,62,8,269
CHLRE_03g145907v5,151,224,141,8,9,11,33,38,21,21,176,352,215,202,428,108,3,4,28
CHLRE_03g145927v5,3,23,10,0,0,0,4,0,3,0,0,31,21,0,20,19,0,0,5
CHLRE_03g145947v5,33,52,63,0,3,13,5,5,5,1,62,74,51,105,139,51,3,2,79
CHLRE_03g145967v5,145,206,106,3,4,128,14,15,20,9,423,637,547,779,836,206,78,23,162
CHLRE_03g145987v5,38,83,29,6,15,34,23,23,32,16,222,182,165,91,430,224,59,3,66
CHLRE_03g146007v5,113,115,138,22,25,76,17,42,23,8,504,358,183,124,564,241,35,10,77
CHLRE_03g146027v5,109,144,129,5,9,43,15,26,44,12,299,335,240,271,539,277,15,0,93
CHLRE_03g146047v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
CHLRE_03g146067v5,30,50,38,0,4,5,10,6,7,9,178,111,91,37,42,63,7,0,39
CHLRE_03g146087v5,73,92,66,2,1,33,15,3,15,14,122,154,136,233,235,104,9,0,51
CHLRE_03g146107v5,183,336,131,3,3,14,27,10,38,21,195,192,73,34,108,139,15,0,13
CHLRE_03g146127v5,1095,2223,384,35,34,61,124,124,207,142,934,1202,391,231,889,774,12,19,127
CHLRE_03g146147v5,0,0,0,2,0,12,0,8,0,0,0,0,0,0,0,0,1,0,0
CHLRE_03g146167v5,972,956,660,24,30,89,309,692,381,99,1213,2686,754,988,1155,139,34,12,99
CHLRE_03g146187v5,8092,7753,7302,61,121,150,952,804,1595,698,5444,7961,3897,3199,8632,2199,157,28,562
CHLRE_03g146207v5,427,557,468,36447,39125,73725,16937,89269,45,14,116448,51297,23417,22782,44228,121731,4332,758,19865
CHLRE_03g146227v5,31,84,36,13,7,39,6,14,13,2,53,80,62,46,416,40,3,0,0
CHLRE_03g146247v5,4115,4138,3305,290,312,840,726,1825,890,368,3568,4430,2889,2703,4591,2388,308,39,556
CHLRE_03g146267v5,6338,6989,4501,519,785,1725,1429,1945,2799,906,20173,27142,16658,15084,27278,13349,1638,250,3561
CHLRE_03g146287v5,530,659,392,27,26,181,36,74,45,25,651,395,374,600,787,440,48,12,318
CHLRE_03g146307v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_03g146327v5,9,11,19,0,0,9,1,4,6,3,62,62,28,0,133,22,5,0,22
CHLRE_03g146347v5,25,41,23,2,0,4,3,8,4,5,98,129,58,0,53,41,9,8,25
CHLRE_03g146367v5,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
CHLRE_03g146387v5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHLRE_03g146407v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_03g146427v5,9,5,3,4,0,7,3,0,3,0,0,6,26,0,64,9,5,0,7
CHLRE_03g146447v5,787,1051,1446,16,13,53,68,154,57,66,238,388,224,59,290,170,144,40,721
CHLRE_03g146467v5,1005,1111,932,78,107,229,153,365,153,86,924,1170,597,570,1209,523,112,8,192
CHLRE_03g146487v5,3678,3816,2660,512,554,1705,484,1381,643,302,7258,8014,3269,3166,5927,5067,958,243,2329
CHLRE_03g146507v5,1678,1912,1766,187,167,1211,249,360,272,178,3205,1083,2081,1684,3557,3612,366,82,2472
CHLRE_03g146527v5,1047,2158,1388,110,104,1358,211,259,210,133,5765,7748,5104,5437,8635,4383,368,92,3691
CHLRE_03g146547v5,121,165,124,12,6,52,28,52,14,17,52,105,17,0,57,44,26,1,38
CHLRE_03g146567v5,15,6,2,3,3,17,22,70,16,3,187,398,45,0,98,13,2,0,3
CHLRE_03g146587v5,1442,1562,1319,123,135,536,190,418,270,133,2617,2592,1436,824,2561,1715,219,39,468
CHLRE_03g146607v5,218,315,225,10,12,70,62,68,93,37,555,397,632,379,720,544,50,1,248
CHLRE_03g146627v5,110,238,157,14,12,42,52,73,59,20,435,568,329,307,289,326,21,0,71
CHLRE_03g146647v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_03g146667v5,0,3,0,0,1,3,0,3,0,0,0,9,4,0,87,8,2,1,4
CHLRE_03g146687v5,2570,2660,2487,152,149,522,412,710,541,224,2537,3083,2394,2217,4111,1405,265,45,565
CHLRE_03g146707v5,5,6,0,0,0,2,0,0,0,0,0,14,1,0,0,0,0,0,4
CHLRE_03g146727v5,129,165,88,8,6,30,22,32,41,10,149,208,68,0,378,101,52,19,94
CHLRE_03g146747v5,5,4,1,52,47,544,2,22,0,3,20,6,1,0,0,56,407,191,1504
CHLRE_03g146767v5,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,61,18,57
CHLRE_03g146787v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_03g146807v5,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,4,3,47
CHLRE_03g146827v5,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
CHLRE_03g146847v5,12,18,10,2,2,6,2,8,2,0,0,31,33,119,80,4,15,4,20
CHLRE_03g146867v5,1415,1764,311,22,30,36,117,228,196,148,1243,1540,314,59,410,733,21,0,112
CHLRE_03g146887v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_03g148000v5,157,240,136,4,0,16,24,26,37,25,286,579,391,309,535,130,24,2,52
CHLRE_03g148050v5,47,83,44,1,0,10,8,11,21,4,175,246,199,109,415,121,1,0,21
CHLRE_03g148100v5,190,169,179,15,26,54,58,131,41,24,222,336,195,210,684,128,21,9,71
CHLRE_03g148150v5,121,310,158,10,10,15,41,60,88,29,266,676,384,564,476,163,12,5,64
CHLRE_03g148201v5,3,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0
CHLRE_03g148250v5,96,133,144,5,9,17,45,30,60,28,231,342,333,386,471,103,7,1,59
CHLRE_03g148300v5,63,145,140,1,0,38,4,20,31,10,242,338,280,227,357,235,12,5,103
CHLRE_03g148350v5,69,126,116,0,4,105,19,17,10,5,73,135,100,8,192,42,58,10,194
CHLRE_03g148400v5,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,5,2,3
CHLRE_03g148450v5,202,480,216,9,2,26,54,77,86,45,425,670,315,271,539,209,6,0,60
CHLRE_03g148500v5,41,22,42,0,0,2,0,7,9,1,11,28,22,1,119,8,7,0,22
CHLRE_03g148700v5,1106,818,679,67,85,351,184,502,182,117,1143,1045,1202,1269,2079,1051,395,57,455
CHLRE_03g148750v5,272,239,224,20,22,56,63,146,81,35,318,392,183,69,260,96,18,0,38
CHLRE_03g148800v5,310,335,393,7,23,56,57,120,89,51,95,270,149,196,96,124,9,0,37
CHLRE_03g148850v5,12,65,12,0,4,9,7,17,4,2,150,295,71,0,63,102,3,0,11
CHLRE_03g148900v5,577,602,575,15,25,111,118,90,232,94,499,1048,492,562,602,487,88,43,230
CHLRE_03g148950v5,326,288,250,26,23,47,52,120,58,27,207,297,176,324,325,92,17,1,49
CHLRE_03g149001v5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
CHLRE_03g149050v5,373,505,148,163,284,361,262,788,178,89,2655,2733,1286,800,1820,1514,23,3,192
CHLRE_03g149100v5,16325,13834,14344,510,498,2118,1577,1317,2824,1220,19267,19347,15652,14787,31365,14747,3658,775,10192
CHLRE_03g149150v5,155,245,142,3,1,24,26,23,56,23,253,432,300,372,346,203,35,19,57
CHLRE_03g149201v5,0,9,6,1,0,29,0,2,4,0,0,4,4,0,0,18,54,10,166
CHLRE_03g149250v5,365,541,626,21,11,512,134,230,84,52,669,646,1306,1191,1263,698,427,80,1766
CHLRE_03g149300v5,175,299,123,4,5,37,18,23,32,22,281,374,201,252,270,97,17,0,37
CHLRE_03g149350v5,24,16,22,3,4,9,20,8,44,2,102,103,80,0,112,22,3,0,12
CHLRE_03g149400v5,364,386,173,15,23,13,93,79,162,46,491,782,397,325,719,380,78,5,40
CHLRE_03g149450v5,93,225,90,3,4,32,16,26,47,15,472,502,390,338,982,234,12,0,77
CHLRE_03g149500v5,226,323,225,5,7,28,25,19,40,21,254,321,292,181,293,174,21,2,26
CHLRE_03g149517v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_03g149550v5,93,196,57,0,1,1,7,5,35,15,151,182,44,9,234,82,0,0,6
CHLRE_03g149600v5,78,110,62,2,8,22,32,42,49,16,146,374,212,172,185,84,2,0,15
CHLRE_03g149650v5,2242,3380,2558,370,434,1790,597,1436,647,276,4426,3594,3170,3282,4948,4768,345,73,985
CHLRE_03g149700v5,2,5,5,1,2,8,0,2,5,1,5,3,3,0,0,15,0,0,3
CHLRE_03g149750v5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
CHLRE_03g149800v5,97,336,124,6,7,49,46,55,28,15,492,542,420,341,421,439,28,4,182
CHLRE_03g149851v5,14,31,26,1,1,11,3,15,4,6,61,89,31,39,0,31,6,0,8
CHLRE_03g149900v5,24,43,30,3,2,5,15,8,14,3,62,99,57,0,27,28,1,0,6
CHLRE_03g149950v5,566,1103,569,31,39,202,95,160,97,59,775,1169,499,588,694,402,19,6,215
CHLRE_03g150000v5,126,367,60,176,133,562,79,237,7,6,958,944,283,233,464,1236,131,8,478
CHLRE_03g150050v5,211,407,264,17,15,63,46,29,40,15,462,486,402,255,411,402,25,0,101
CHLRE_03g150101v5,2,0,4,1,2,4,2,11,1,0,9,25,51,0,43,29,3,0,9
CHLRE_03g150151v5,1,0,0,0,0,0,1,0,0,0,9,8,6,0,0,7,0,0,2
CHLRE_03g150200v5,106,153,66,7,3,25,29,27,32,9,88,183,103,72,150,76,16,1,44
CHLRE_03g150251v5,135,470,145,145,135,253,71,274,69,11,1294,1299,713,574,1160,1550,92,18,314
CHLRE_03g150300v5,1869,2150,1710,285,250,1041,300,919,345,145,1574,1934,1103,1223,1711,884,423,81,911
CHLRE_03g150350v5,15,11,19,0,0,2,6,5,14,3,0,23,13,0,0,5,2,0,4
CHLRE_03g150400v5,53,152,86,1,2,12,14,15,15,9,226,232,214,52,413,145,0,4,23
CHLRE_03g150450v5,1308,1813,1198,74,107,209,218,358,302,123,1777,2803,1112,1146,1992,662,20,11,58
CHLRE_03g150500v5,87,181,201,23,10,60,36,84,51,30,232,204,164,168,342,336,7,0,48
CHLRE_03g150550v5,6,26,23,0,0,3,1,0,3,1,42,74,10,64,0,25,4,0,6
CHLRE_03g150600v5,127,224,239,10,9,56,34,44,45,16,290,448,251,323,491,288,4,0,63
CHLRE_03g150650v5,474,771,540,31,37,209,117,145,133,57,751,781,508,702,586,680,79,16,209
CHLRE_03g150700v5,71,216,139,2,6,21,29,27,44,17,329,468,445,254,808,277,26,3,143
CHLRE_03g150750v5,55,59,17,15,24,33,17,83,10,3,153,190,96,23,166,90,24,0,26
CHLRE_03g150767v5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
CHLRE_03g150783v5,52,55,32,1,3,10,20,15,6,3,30,38,48,84,182,10,0,0,4
CHLRE_03g150800v5,70,153,97,29,34,101,57,151,48,27,464,757,608,498,551,372,10,5,124
CHLRE_03g150850v5,130,187,161,5,9,36,50,48,50,31,387,566,395,85,410,379,28,2,104
